sleep_quality
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
good
poor
fair
fair
fair
fair
fair
fair
good
fair
fair
good
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
good
good
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
poor
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
poor
fair
fair
fair
good
fair
fair
poor
fair
fair
poor
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
good
fair
fair
fair
good
fair
fair
poor
fair
fair
good
good
fair
fair
fair
fair
fair
fair
good
fair
poor
fair
fair
good
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
good
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
poor
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
poor
fair
poor
fair
fair
good
fair
fair
fair
poor
fair
fair
fair
poor
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
good
poor
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
good
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
poor
fair
fair
poor
fair
poor
fair
good
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
good
fair
fair
fair
fair
fair
fair
poor
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
poor
fair
fair
fair
poor
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
good
fair
good
good
fair
fair
fair
fair
good
poor
good
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
good
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
good
fair
fair
poor
good
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
poor
fair
fair
fair
fair
poor
fair
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
poor
fair
fair
fair
poor
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
good
fair
poor
fair
fair
fair
fair
fair
fair
fair
fair
good
poor
fair
good
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
fair
